slug,url,title,category,date_published,read_time,author,description,content
update-multiple-columns-sql,https://app.datacamp.com/learn/tutorials/update-multiple-columns-sql,How to Update Multiple Columns in SQL,NEW,November 2024,8 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
install-docker-on-ubuntu,https://app.datacamp.com/learn/tutorials/install-docker-on-ubuntu,Install Docker on Ubuntu: From Setup to First Container,NEW,February 2025,11 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
data-science-python-ide,https://app.datacamp.com/learn/tutorials/data-science-python-ide,The 6 Best Python IDEs for Data Science in 2026,NEW,July 2024,9 min,Adel Nehme,,"Last chance! 50% off DataCamp Premium
Sale ends in"
mongodb-find,https://app.datacamp.com/learn/tutorials/mongodb-find,MongoDB find(): A Complete Beginner's Guide to Querying Data,NEW,June 2025,9 min,Samuel Molling,,"Last chance! 50% off DataCamp Premium
Sale ends in"
data-cube,https://app.datacamp.com/learn/tutorials/data-cube,What Is a Data Cube? An In-Depth Exploration,NEW,July 2025,9 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
multi-head-attention-transformers,https://app.datacamp.com/learn/tutorials/multi-head-attention-transformers,Understanding Multi-Head Attention in Transformers,NEW,August 2025,12 min,Vaibhav Mehra,,"Last chance! 50% off DataCamp Premium
Sale ends in"
regression-sum-of-squares,https://app.datacamp.com/learn/tutorials/regression-sum-of-squares,"Understanding Sum of Squares: A Guide to SST, SSR, and SSE",NEW,September 2024,6 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-list-methods,https://app.datacamp.com/learn/tutorials/python-list-methods,Python .append() and .extend() Methods Tutorial,NEW,June 2020,2 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
chatgpt-agent,https://app.datacamp.com/learn/tutorials/chatgpt-agent,ChatGPT Agent: A Guide With Five Practical Examples,NEW,July 2025,8 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-freeze-multiple-rows-in-excel,https://app.datacamp.com/learn/tutorials/how-to-freeze-multiple-rows-in-excel,How to Freeze Multiple Rows in Excel,NEW,December 2025,6 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
t-statistic,https://app.datacamp.com/learn/tutorials/t-statistic,"t Statistic Explained: Formula, Interpretation, and Examples",NEW,April 2026,12 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
row-echelon-form,https://app.datacamp.com/learn/tutorials/row-echelon-form,Row Echelon Form Explained: A Guide to Transforming Matrices,NEW,July 2025,8 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-bar-plot,https://app.datacamp.com/learn/tutorials/python-bar-plot,Python Bar Plot: Master Basic and More Advanced Techniques,NEW,November 2024,7 min,Samuel Shaibu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
database-schema,https://app.datacamp.com/learn/tutorials/database-schema,What is a Database Schema? A Guide on the Types and Uses,NEW,August 2024,9 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
fishers-exact-test,https://app.datacamp.com/learn/tutorials/fishers-exact-test,Fisher’s Exact Test: Making Decisions with Small Samples,NEW,December 2025,9 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
switch-in-dax-for-power-bi,https://app.datacamp.com/learn/tutorials/switch-in-dax-for-power-bi,Mastering SWITCH in DAX for Power BI: A Comprehensive Guide,NEW,August 2024,10 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-improve-rag-performance-5-key-techniques-with-examples,https://app.datacamp.com/learn/tutorials/how-to-improve-rag-performance-5-key-techniques-with-examples,How to Improve RAG Performance: 5 Key Techniques with Examples,NEW,April 2024,2024 min,Eugenia Anello,,"Last chance! 50% off DataCamp Premium
Sale ends in"
precision-vs-recall,https://app.datacamp.com/learn/tutorials/precision-vs-recall,Precision vs Recall: The Essential Guide for Machine Learning,NEW,January 2026,12 min,Mark Pedigo,,"Last chance! 50% off DataCamp Premium
Sale ends in"
reinforcement-learning-with-gymnasium,https://app.datacamp.com/learn/tutorials/reinforcement-learning-with-gymnasium,Reinforcement Learning with Gymnasium: A Practical Guide,NEW,December 2024,15 min,Arun Nanda,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-code-plan-mode,https://app.datacamp.com/learn/tutorials/claude-code-plan-mode,Claude Code Plan Mode: Design Review-First Refactoring Loops,NEW,March 2026,10 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-gantt-chart,https://app.datacamp.com/learn/tutorials/power-bi-gantt-chart,Power BI Gantt Chart: A Complete How-To,NEW,September 2024,9 min,Adejumo Ridwan Suleiman,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-hierarchies,https://app.datacamp.com/learn/tutorials/power-bi-hierarchies,Power BI Hierarchies: A Comprehensive Guide,NEW,September 2024,11 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
play-with-docker,https://app.datacamp.com/learn/tutorials/play-with-docker,Play with Docker: Run Containers For Free in Your Browser,NEW,January 2026,12 min,Benito Martin,,"Last chance! 50% off DataCamp Premium
Sale ends in"
multilevel-modeling,https://app.datacamp.com/learn/tutorials/multilevel-modeling,Multilevel Modeling: A Comprehensive Guide for Data Scientists,NEW,January 2025,15 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
multimodal-rag,https://app.datacamp.com/learn/tutorials/multimodal-rag,Multimodal RAG: A Hands-On Guide to Learning from Documents,NEW,January 2026,11 min,Josep Ferrer,,"Last chance! 50% off DataCamp Premium
Sale ends in"
neural-network-models-r,https://app.datacamp.com/learn/tutorials/neural-network-models-r,Building Neural Network (NN) Models in R,NEW,February 2023,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pie-chart-in-excel,https://app.datacamp.com/learn/tutorials/pie-chart-in-excel,How to Make a Pie Chart in Excel: The Steps Explained,NEW,April 2025,8 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
understanding-umap-guide-to-dimensionality-reduction,https://app.datacamp.com/learn/tutorials/understanding-umap-guide-to-dimensionality-reduction,Understanding UMAP: A Comprehensive Guide to Dimensionality Reduction,NEW,November 2025,12 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-trim,https://app.datacamp.com/learn/tutorials/python-trim,How to Trim a String in Python: Three Different Methods,NEW,February 2025,6 min,Adel Nehme,,"Last chance! 50% off DataCamp Premium
Sale ends in"
mosquitto-docker,https://app.datacamp.com/learn/tutorials/mosquitto-docker,Mosquitto Docker: How to Set Up Eclipse Mosquitto MQTT Broker With Docker and Docker Compose,NEW,September 2025,14 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-contains,https://app.datacamp.com/learn/tutorials/sql-contains,SQL CONTAINS: A Comprehensive Tutorial,NEW,February 2024,5 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
dbt-snowflake-guide,https://app.datacamp.com/learn/tutorials/dbt-snowflake-guide,How to Use dbt with Snowflake: A Comprehensive Guide,NEW,August 2025,15 min,Tim Lu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-install-sql-server,https://app.datacamp.com/learn/tutorials/how-to-install-sql-server,How to Install SQL Server,NEW,February 2020,10 min,Aditya Sharma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-new-line-in-cell,https://app.datacamp.com/learn/tutorials/excel-new-line-in-cell,Excel New Line in Cell: Easy Ways to Insert Line Breaks,NEW,June 2025,9 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-visuals-beginner-guide,https://app.datacamp.com/learn/tutorials/power-bi-visuals-beginner-guide,Introduction to Power BI Visuals: A Beginner’s Guide,NEW,July 2025,12 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
transitive-dependency,https://app.datacamp.com/learn/tutorials/transitive-dependency,What is Transitive Dependency?,NEW,September 2024,5 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
seaborn-heatmaps,https://app.datacamp.com/learn/tutorials/seaborn-heatmaps,Seaborn Heatmaps: A Guide to Data Visualization,NEW,December 2024,9 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
fine-tuning-qwen3,https://app.datacamp.com/learn/tutorials/fine-tuning-qwen3,Fine-Tuning Qwen3: A Step-by-Step Guide,NEW,April 2025,8 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
docker-ollama-run-llms-locally,https://app.datacamp.com/learn/tutorials/docker-ollama-run-llms-locally,Docker Ollama: Run LLMs Locally for Privacy and Zero Cost,NEW,October 2025,9 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-api-comprehensive-guide,https://app.datacamp.com/learn/tutorials/power-bi-api-comprehensive-guide,Power BI API: A Comprehensive Guide for Developers and Data Professionals,NEW,December 2025,14 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
microsoft-fabric,https://app.datacamp.com/learn/tutorials/microsoft-fabric,Getting Started with Microsoft Fabric: A Practical Guide,NEW,November 2024,14 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
datediff-sql-function,https://app.datacamp.com/learn/tutorials/datediff-sql-function,DATEDIFF() SQL FUNCTION,NEW,December 2024,3 min,Travis Tang,,"Last chance! 50% off DataCamp Premium
Sale ends in"
optical-character-recognition-ocr-in-python-with-pytesseract,https://app.datacamp.com/learn/tutorials/optical-character-recognition-ocr-in-python-with-pytesseract,A Comprehensive Tutorial on Optical Character Recognition (OCR) in Python With Pytesseract,NEW,April 2024,11 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
minio-docker,https://app.datacamp.com/learn/tutorials/minio-docker,MinIO Docker: Setup Guide for S3-Compatible Object Storage,NEW,January 2026,15 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
r-tutorial-read-excel-into-r,https://app.datacamp.com/learn/tutorials/r-tutorial-read-excel-into-r,Reading and Importing Excel Files Into R With readxl,NEW,March 2023,5 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-concatenate-strings,https://app.datacamp.com/learn/tutorials/python-concatenate-strings,Python Concatenate Strings Tutorial,NEW,July 2024,5 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
ci-cd-for-machine-learning,https://app.datacamp.com/learn/tutorials/ci-cd-for-machine-learning,A Beginner's Guide to CI/CD for Machine Learning,NEW,February 2024,15 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
discrete-probability-distributions-explained-with-examples,https://app.datacamp.com/learn/tutorials/discrete-probability-distributions-explained-with-examples,Discrete Probability Distributions Explained with Examples,NEW,October 2025,13 min,Vaibhav Mehra,,"Last chance! 50% off DataCamp Premium
Sale ends in"
installing-R-windows-mac-ubuntu,https://app.datacamp.com/learn/tutorials/installing-R-windows-mac-ubuntu,"How to Install R on Windows, Mac OS X, and Ubuntu Tutorial",NEW,March 2020,6 min,Francisco Javier Carrera Arias,,"Last chance! 50% off DataCamp Premium
Sale ends in"
understanding-data-drift-model-drift,https://app.datacamp.com/learn/tutorials/understanding-data-drift-model-drift,Understanding Data Drift and Model Drift: Drift Detection in Python,NEW,January 2023,9 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
azure-key-vault-tutorial,https://app.datacamp.com/learn/tutorials/azure-key-vault-tutorial,Azure Key Vault Tutorial: A Beginner’s Guide to Cloud Secret Management,NEW,September 2025,15 min,Emmanuel Akor,,"Last chance! 50% off DataCamp Premium
Sale ends in"
joint-probability,https://app.datacamp.com/learn/tutorials/joint-probability,"Joint Probability: Theory, Examples, and Data Science Applications",NEW,October 2025,14 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-limit,https://app.datacamp.com/learn/tutorials/sql-limit,How to Best Use the SQL LIMIT Clause,NEW,July 2024,8 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pipe-r-tutorial,https://app.datacamp.com/learn/tutorials/pipe-r-tutorial,Pipes in R Tutorial For Beginners,NEW,December 2022,15 min,Karlijn Willems,,"Last chance! 50% off DataCamp Premium
Sale ends in"
what-is-topic-modeling,https://app.datacamp.com/learn/tutorials/what-is-topic-modeling,What is Topic Modeling? An Introduction With Examples,NEW,October 2023,13 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-for-chrome-ai-powered-browser-assistance-automation,https://app.datacamp.com/learn/tutorials/claude-for-chrome-ai-powered-browser-assistance-automation,Claude for Chrome: AI-Powered Browser Assistance and Automation,NEW,October 2025,9 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
convolutional-neural-networks-python,https://app.datacamp.com/learn/tutorials/convolutional-neural-networks-python,Convolutional Neural Networks in Python with Keras,NEW,December 2017,15 min,Aditya Sharma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
knowledge-graph-rag,https://app.datacamp.com/learn/tutorials/knowledge-graph-rag,Using a Knowledge Graph to Implement a RAG Application,NEW,June 2024,15 min,Dr Ana Rojo-Echeburúa,,"Last chance! 50% off DataCamp Premium
Sale ends in"
running-minimax-m-2-7-locally,https://app.datacamp.com/learn/tutorials/running-minimax-m-2-7-locally,Running MiniMax M2.7 Locally for Agentic Coding,NEW,April 2026,11 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sigmoid-function,https://app.datacamp.com/learn/tutorials/sigmoid-function,The Sigmoid Function: A Key Component in Data Science,NEW,May 2025,6 min,Vikash Singh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
what-is-a-parquet-file,https://app.datacamp.com/learn/tutorials/what-is-a-parquet-file,What Is a Parquet File? Key Things to Know,NEW,February 2026,15 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
open-ai-codex-cli-tutorial,https://app.datacamp.com/learn/tutorials/open-ai-codex-cli-tutorial,OpenAI Codex CLI Tutorial,NEW,April 2025,9 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-new-line,https://app.datacamp.com/learn/tutorials/python-new-line,Python New Line: Methods for Code Formatting,NEW,August 2024,8 min,Samuel Shaibu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
aws-identity-and-access-management-iam-guide,https://app.datacamp.com/learn/tutorials/aws-identity-and-access-management-iam-guide,The Complete Guide to AWS Identity and Access Management (IAM),NEW,July 2024,14 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
building-an-etl-pipeline-with-airflow,https://app.datacamp.com/learn/tutorials/building-an-etl-pipeline-with-airflow,Building an ETL Pipeline with Airflow,NEW,May 2024,15 min,Jake Roach,,"Last chance! 50% off DataCamp Premium
Sale ends in"
visualizing-data-in-excel,https://app.datacamp.com/learn/tutorials/visualizing-data-in-excel,Visualizing Data in Excel,NEW,April 2023,12 min,Jess Ahmet,,"Last chance! 50% off DataCamp Premium
Sale ends in"
absolute-reference-excel,https://app.datacamp.com/learn/tutorials/absolute-reference-excel,Absolute Reference Excel: Stop Cell References from Moving,NEW,May 2025,8 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
normalization-in-machine-learning,https://app.datacamp.com/learn/tutorials/normalization-in-machine-learning,What is Normalization in Machine Learning? A Comprehensive Guide to Data Rescaling,NEW,January 2024,13 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-tabulate,https://app.datacamp.com/learn/tutorials/python-tabulate,Python Tabulate: A Full Guide,NEW,September 2024,8 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
r-packages-guide,https://app.datacamp.com/learn/tutorials/r-packages-guide,R Packages: A Beginner's Tutorial,NEW,March 2019,15 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
neo4j-tutorial,https://app.datacamp.com/learn/tutorials/neo4j-tutorial,Neo4j Tutorial: Using And Querying Graph Databases in Python,NEW,October 2024,14 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
data-modeling-in-power-bi-tutorial,https://app.datacamp.com/learn/tutorials/data-modeling-in-power-bi-tutorial,Data Modeling in Power BI Tutorial,NEW,July 2024,11 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
machine-deep-learning,https://app.datacamp.com/learn/tutorials/machine-deep-learning,Deep Learning (DL) vs Machine Learning (ML): A Comparative Guide,NEW,February 2024,14 min,Matt Crabtree,,"Last chance! 50% off DataCamp Premium
Sale ends in"
techniques-to-handle-missing-data-values,https://app.datacamp.com/learn/tutorials/techniques-to-handle-missing-data-values,Top Techniques to Handle Missing Values Every Data Scientist Should Know,NEW,January 2023,15 min,Zoumana Keita,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-operators-tutorial,https://app.datacamp.com/learn/tutorials/python-operators-tutorial,Operators in Python,NEW,August 2018,9 min,Théo Vanderheyden,,"Last chance! 50% off DataCamp Premium
Sale ends in"
create-excel-dashboards-tutorial,https://app.datacamp.com/learn/tutorials/create-excel-dashboards-tutorial,How to Create a Dashboard in Excel in 3 Easy Steps,NEW,November 2022,12 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
qualify-the-sql-filtering-statement-you-never-knew-you-needed,https://app.datacamp.com/learn/tutorials/qualify-the-sql-filtering-statement-you-never-knew-you-needed,QUALIFY: The SQL Filtering Statement You Never Knew You Needed,NEW,June 2023,8 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-kpi,https://app.datacamp.com/learn/tutorials/power-bi-kpi,A Step-By-Step Guide to Visualizing KPIs in Power BI,NEW,March 2024,8 min,Joleen Bothma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
case-statements-in-postgresql,https://app.datacamp.com/learn/tutorials/case-statements-in-postgresql,CASE Statements in PostgreSQL,NEW,April 2019,7 min,Sayak Paul,,"Last chance! 50% off DataCamp Premium
Sale ends in"
deepseek-r1-ollama,https://app.datacamp.com/learn/tutorials/deepseek-r1-ollama,How to Set Up and Run DeepSeek R1 Locally With Ollama,NEW,January 2025,12 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
geometric-distribution,https://app.datacamp.com/learn/tutorials/geometric-distribution,Geometric Distribution: A Complete Guide to Modeling First Success Events,NEW,August 2025,11 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
save-as-csv-pandas-dataframe,https://app.datacamp.com/learn/tutorials/save-as-csv-pandas-dataframe,How to Save a Pandas DataFrame to CSV,NEW,June 2024,7 min,Tudor Mărginean,,"Last chance! 50% off DataCamp Premium
Sale ends in"
cartesian-product,https://app.datacamp.com/learn/tutorials/cartesian-product,Cartesian Product in SQL: A Comprehensive Guide,NEW,January 2025,9 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-cherry-pick,https://app.datacamp.com/learn/tutorials/git-cherry-pick,Git Cherry-Pick: How to Select and Apply Specific Commits,NEW,March 2025,15 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
cost-functions-complete-guide,https://app.datacamp.com/learn/tutorials/cost-functions-complete-guide,Cost Functions: A Complete Guide,NEW,December 2025,15 min,Mark Pedigo,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-print-without-new-line,https://app.datacamp.com/learn/tutorials/python-print-without-new-line,Python Print Without New Line: What You Need to Know,NEW,August 2024,7 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-table,https://app.datacamp.com/learn/tutorials/excel-table,Excel Table: The Essential Tool for Organizing Data,NEW,April 2025,9 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-show-formulas-in-excel,https://app.datacamp.com/learn/tutorials/how-to-show-formulas-in-excel,How to Show Formulas in Excel (Instead of Results),NEW,January 2026,13 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-vector-databases-for-machine-learning,https://app.datacamp.com/learn/tutorials/introduction-to-vector-databases-for-machine-learning,An Introduction to Vector Databases For Machine Learning: A Hands-On Guide With Examples,NEW,April 2024,8 min,Gary Alway,,"Last chance! 50% off DataCamp Premium
Sale ends in"
autogen-tutorial,https://app.datacamp.com/learn/tutorials/autogen-tutorial,AutoGen Tutorial: Build Multi-Agent AI Applications,NEW,May 2025,7 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
prompt-chaining-llm,https://app.datacamp.com/learn/tutorials/prompt-chaining-llm,Prompt Chaining Tutorial: What Is Prompt Chaining and How to Use It?,NEW,July 2024,15 min,Dr Ana Rojo-Echeburúa,,"Last chance! 50% off DataCamp Premium
Sale ends in"
self-organizing-maps,https://app.datacamp.com/learn/tutorials/self-organizing-maps,Self-Organizing Maps: An Intuitive Guide with Python Examples,NEW,December 2024,15 min,Arun Nanda,,"Last chance! 50% off DataCamp Premium
Sale ends in"
introduction-to-graph-theory,https://app.datacamp.com/learn/tutorials/introduction-to-graph-theory,An Introduction to Graph Theory,NEW,August 2024,10 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
snowflake-streamlit-complete-guide,https://app.datacamp.com/learn/tutorials/snowflake-streamlit-complete-guide,Snowflake and Streamlit: A Complete Guide to Building Data Apps,NEW,February 2026,15 min,Tim Lu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
denormalization,https://app.datacamp.com/learn/tutorials/denormalization,Denormalization in Databases: When and How to Use It,NEW,October 2025,15 min,Marie Fayard,,"Last chance! 50% off DataCamp Premium
Sale ends in"
dify,https://app.datacamp.com/learn/tutorials/dify,Dify AI: A Guide With Demo Project,NEW,May 2025,12 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
difference-between-sql-and-plsql,https://app.datacamp.com/learn/tutorials/difference-between-sql-and-plsql,Difference Between SQL and PL/SQL: When to Use Each,NEW,August 2025,7 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
heteroscedasticity,https://app.datacamp.com/learn/tutorials/heteroscedasticity,Heteroscedasticity: A Full Guide to Unequal Variance,NEW,January 2025,9 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
wordcloud-python,https://app.datacamp.com/learn/tutorials/wordcloud-python,Generating WordClouds in Python Tutorial,NEW,February 2023,11 min,Duong Vu,,"Last chance! 50% off DataCamp Premium
Sale ends in"
deep-learning-python,https://app.datacamp.com/learn/tutorials/deep-learning-python,Keras Tutorial: Deep Learning in Python,NEW,December 2019,15 min,Karlijn Willems,,"Last chance! 50% off DataCamp Premium
Sale ends in"
integrity-constraints-sql,https://app.datacamp.com/learn/tutorials/integrity-constraints-sql,Integrity Constraints in SQL: A Guide With Examples,NEW,June 2024,15 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-cache-introduction,https://app.datacamp.com/learn/tutorials/python-cache-introduction,Python Cache: Two Simple Methods,NEW,May 2024,12 min,Stephen Gruppetta,,"Last chance! 50% off DataCamp Premium
Sale ends in"
guide-to-openai-api-on-tutorial-best-practices,https://app.datacamp.com/learn/tutorials/guide-to-openai-api-on-tutorial-best-practices,A Beginner's Guide to The OpenAI API: Hands-On Tutorial and Best Practices,NEW,October 2023,13 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
r-mean-function,https://app.datacamp.com/learn/tutorials/r-mean-function,R mean() Function: Get Started with Averages,NEW,June 2025,4 min,Josef Waples,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pandas-iterate-over-rows,https://app.datacamp.com/learn/tutorials/pandas-iterate-over-rows,Pandas Iterate Over Rows: Handle Row-by-Row Operations,NEW,July 2025,13 min,Adejumo Ridwan Suleiman,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-delete-a-github-repository,https://app.datacamp.com/learn/tutorials/how-to-delete-a-github-repository,How to Delete a GitHub Repository: The Complete Guide,NEW,April 2025,14 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
k-nearest-neighbors-knn-classification-with-r-tutorial,https://app.datacamp.com/learn/tutorials/k-nearest-neighbors-knn-classification-with-r-tutorial,K-Nearest Neighbors (KNN) Classification with R Tutorial,NEW,June 2023,11 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
deepeval,https://app.datacamp.com/learn/tutorials/deepeval,Evaluate LLMs Effectively Using DeepEval: A Practical Guide,NEW,January 2025,6 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
aws-sagemaker-tutorial,https://app.datacamp.com/learn/tutorials/aws-sagemaker-tutorial,The Complete Guide to Machine Learning on AWS with Amazon SageMaker,NEW,June 2024,15 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-arrays,https://app.datacamp.com/learn/tutorials/python-arrays,Python Arrays,NEW,August 2024,3 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
run-bonsai-locally,https://app.datacamp.com/learn/tutorials/run-bonsai-locally,Bonsai AI Tutorial: Run a 1-Bit LLM Locally On an Old Laptop,NEW,April 2026,7 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
markov-chains-python-tutorial,https://app.datacamp.com/learn/tutorials/markov-chains-python-tutorial,Markov Chains in Python: Beginner Tutorial,NEW,December 2019,15 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
trim-function-in-excel,https://app.datacamp.com/learn/tutorials/trim-function-in-excel,Use the TRIM() Function in Excel: Fix Any Spacing Issue,NEW,February 2025,6 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
poisson-regression,https://app.datacamp.com/learn/tutorials/poisson-regression,Poisson Regression: A Way to Model Count Data,NEW,June 2025,14 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-map-function,https://app.datacamp.com/learn/tutorials/python-map-function,Python map() Function: A Complete Guide,NEW,December 2025,15 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
spill-error-excel,https://app.datacamp.com/learn/tutorials/spill-error-excel,#SPILL! Error Excel: What It Means and How to Fix It,NEW,May 2025,8 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-convert-a-string-into-an-integer-in-python,https://app.datacamp.com/learn/tutorials/how-to-convert-a-string-into-an-integer-in-python,How to Convert a String Into an Integer in Python,NEW,November 2024,5 min,Adel Nehme,,"Last chance! 50% off DataCamp Premium
Sale ends in"
vertex-ai-tutorial,https://app.datacamp.com/learn/tutorials/vertex-ai-tutorial,Vertex AI Tutorial: A Comprehensive Guide For Beginners,NEW,May 2024,14 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
tutorial-data-cleaning-tutorial,https://app.datacamp.com/learn/tutorials/tutorial-data-cleaning-tutorial,Data Cleaning: Understanding the Essentials,NEW,December 2024,12 min,DataCamp Team,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-exercises-for-beginners,https://app.datacamp.com/learn/tutorials/python-exercises-for-beginners,Python Exercises for Beginners: A Hands-On Guide With Answers,NEW,March 2026,12 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
